Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
04/19/2023,577,577,567.75,568.5,-8.75,-1.52%,35458,192144
04/18/2023,573,579,572.75,577.25,2.75,+0.48%,38555,189300
04/17/2023,567.25,574.5,565.75,574.5,6.75,+1.19%,40106,186846
04/14/2023,561,568.25,558.5,567.75,6.75,+1.20%,34446,188702
04/13/2023,562.25,564.75,558.75,561,-1.5,-0.27%,26219,186334
04/12/2023,565.5,569.5,562.25,562.5,-4.75,-0.84%,31657,185793
04/11/2023,570,573.5,563,567.25,-3,-0.53%,27918,186271
04/10/2023,563.5,571,558.5,570.25,6,+1.06%,29571,187696
04/06/2023,568.25,569.5,563,564.25,-5,-0.88%,23289,188609
04/05/2023,569.75,572.25,564.75,569.25,0,0.00%,23289,184300
04/04/2023,576.5,579,568,569.25,-9,-1.56%,30121,182947
04/03/2023,577.5,586.25,576.25,578.25,1,+0.17%,34016,180497
03/31/2023,576.75,583.5,569,577.25,0.5,+0.09%,43924,178614
03/30/2023,577.75,580.75,576.5,576.75,-2.5,-0.43%,27520,176557
03/29/2023,579.75,585.25,577.75,579.25,-1.25,-0.22%,27556,177416
03/28/2023,577.5,581.75,574.75,580.5,2,+0.35%,23635,174943
03/27/2023,568.5,578.5,566.75,578.5,9.25,+1.62%,31269,174498
03/24/2023,559,569.75,557.25,569.25,9.25,+1.65%,36036,176495
03/23/2023,560,566.25,557.25,560,-1.75,-0.31%,26412,177286
03/22/2023,563.75,564.75,554.5,561.75,-1.75,-0.31%,24241,177543
03/21/2023,567.75,572,562.5,563.5,-4.25,-0.75%,14073,176324
03/20/2023,566,568.25,561.5,567.75,-1,-0.18%,13819,175978
03/17/2023,567.25,569.75,565.25,568.75,1.25,+0.22%,19165,177160
03/16/2023,566,568.5,562.75,567.5,1.5,+0.27%,25036,175470
03/15/2023,569.5,573,564.5,566,-1.5,-0.26%,21190,175054
03/14/2023,563.25,569.25,559.5,567.5,3.75,+0.67%,30627,173359
03/13/2023,566.75,568,558.5,563.75,-1.75,-0.31%,34272,175038
03/10/2023,561.5,566.75,558,565.5,4.25,+0.76%,23229,174804
03/09/2023,568.25,571.5,560.75,561.25,-7.25,-1.28%,37658,172702
03/08/2023,577.75,578.25,567.75,568.5,-9,-1.56%,41417,168852
03/07/2023,583,583.75,577.5,577.5,-5,-0.86%,32353,167912
03/06/2023,583,584.5,578.75,582.5,-1.25,-0.21%,19781,167201
03/03/2023,582.75,586.5,581,583.75,0.5,+0.09%,24307,164400
03/02/2023,583.25,585.25,578.25,583.25,1,+0.17%,30789,161594
03/01/2023,582.25,586.25,575.75,582.25,-0.25,-0.04%,35694,155362
02/28/2023,588.5,591,582,582.5,-7.5,-1.27%,35096,149528
02/27/2023,590.75,593,589,590,-0.75,-0.13%,21365,138067
02/24/2023,600,601,589.25,590.75,-9.25,-1.54%,20747,134085
02/23/2023,607.25,609,599.5,600,-7.75,-1.28%,19064,131816
02/22/2023,612.75,612.75,607.25,607.75,-5,-0.82%,9829,127495
02/21/2023,610,613.25,609.25,612.75,2,+0.33%,15700,126670
02/17/2023,607.5,611.25,606.75,610.75,2,+0.33%,9576,124833
02/16/2023,610,610.5,607.75,608.75,-1.5,-0.25%,10542,122652
02/15/2023,612,612,608.75,610.25,-2.75,-0.45%,8428,121024
02/14/2023,611.5,613.75,610,613,1.25,+0.20%,13418,120292
02/13/2023,609,612,605.5,611.75,1.75,+0.29%,11269,117341
02/10/2023,603.75,611.5,603,610,5.75,+0.95%,14304,115975
02/09/2023,610,610.5,604,604.25,-6,-0.98%,13511,113659
02/08/2023,607,610.75,605.75,610.25,2.25,+0.37%,13026,110973
02/07/2023,611.25,612.75,607,608,-5,-0.82%,12966,108627
02/06/2023,611.25,613,606.25,613,2.5,+0.41%,14147,106335
02/03/2023,608.75,611.5,606,610.5,1.5,+0.25%,11466,103569
02/02/2023,610.75,613,607.25,609,-1.75,-0.29%,19423,102379
02/01/2023,605,611,604.25,610.75,5.25,+0.87%,20833,99275
01/31/2023,605,610,603.5,605.5,0,0.00%,11098,98504
01/30/2023,604.75,607.5,602.75,605.5,2,+0.33%,9640,97540
01/27/2023,606,606.75,602.5,603.5,-3.5,-0.58%,14011,96746
01/26/2023,603.75,609.5,603,607,2.5,+0.41%,11423,95177
01/25/2023,607.25,610,604,604.5,-3.5,-0.58%,9804,94435
01/24/2023,601.25,608,600.5,608,6.25,+1.04%,11415,93311
01/23/2023,607.75,608.5,598.5,601.75,-8.75,-1.43%,7962,93029
01/20/2023,610,612.5,609.25,610.5,-0.5,-0.08%,8466,92418
01/19/2023,615.25,618.75,610.25,611,-5.5,-0.89%,11642,91947
01/18/2023,617.5,621.75,614.5,616.5,-2.75,-0.44%,12974,91692
01/17/2023,611.5,620,610,619.25,5,+0.81%,21306,91948
01/13/2023,612.25,616,611.75,614.25,1.25,+0.20%,15816,90231
01/12/2023,604.5,615.75,600.25,613,7.5,+1.24%,35191,88535
01/11/2023,603.75,608,603,605.5,0.25,+0.04%,14141,87997
01/10/2023,604.75,611,601.5,605.25,-0.25,-0.04%,16960,87705
01/09/2023,607,608.5,604.75,605.5,-0.75,-0.12%,9173,88317
01/06/2023,605.5,610.5,605.25,606.25,0,0.00%,10111,86504
01/05/2023,609,611.75,603.75,606.25,-3,-0.49%,10521,84165
01/04/2023,620.75,622,608.25,609.25,-12.75,-2.05%,13769,84338
01/03/2023,625.75,627.75,620,622,-5,-0.80%,10608,81528
12/30/2022,629,631.25,625,627,-2.75,-0.44%,6374,80192
12/29/2022,627.25,630,625.5,629.75,1,+0.16%,8852,79208
12/28/2022,620.75,629,620.5,628.75,6,+0.96%,5916,78616
12/27/2022,617.5,622.75,617.25,622.75,6,+0.97%,9207,78293
12/23/2022,614,618.25,613.75,616.75,1.75,+0.28%,11363,79891
12/22/2022,614.75,616.25,612.75,615,0,0.00%,4051,81099
12/21/2022,608.5,615.5,608.5,615,5.75,+0.94%,9100,80513
12/20/2022,607,610.25,605.75,609.25,2,+0.33%,7535,80622
12/19/2022,608,608.75,604.25,607.25,-3,-0.49%,6337,80885
12/16/2022,610.75,612.25,609,610.25,-1,-0.16%,4728,80119
12/15/2022,609.25,612.5,608.5,611.25,2.5,+0.41%,6034,79736
12/14/2022,609.75,610.5,604.5,608.75,-0.5,-0.08%,5771,79359
12/13/2022,610.5,615,608.25,609.25,-1.5,-0.25%,10829,79582
12/12/2022,606,612.75,605.25,610.75,5,+0.83%,10376,79971
12/09/2022,606.5,610.5,604.25,605.75,-1,-0.16%,5824,80305
12/08/2022,608,609,604.75,606.75,-0.5,-0.08%,8233,79647
12/07/2022,603,609,602.25,607.25,3.25,+0.54%,10180,79193
12/06/2022,606,609.5,600.75,604,-2,-0.33%,15690,77838
12/05/2022,609,610.5,605.25,606,-2.5,-0.41%,15418,77820
12/02/2022,615,615,607.5,608.5,-6.5,-1.06%,25437,73556
12/01/2022,617.5,620,613.5,615,-3.25,-0.53%,10206,69661
11/30/2022,620.75,624.25,614.25,618.25,-4,-0.64%,4671,66609
11/29/2022,621.5,624.5,618.5,622.25,0.75,+0.12%,5026,66829
11/28/2022,620,622.25,616.75,621.5,-0.75,-0.12%,7851,67604
11/25/2022,619.75,625,618.5,622.25,1.75,+0.28%,2955,66403
11/23/2022,616.5,620.75,615.5,620.5,4.5,+0.73%,3462,65882
11/22/2022,617.25,621.5,616,616,-3.25,-0.52%,4745,65483
11/21/2022,622,622,616.5,619.25,-3.5,-0.56%,5117,64712
11/18/2022,624,627,620,622.75,-1.25,-0.20%,8628,63697
11/17/2022,624.5,624.5,616,624,-1.25,-0.20%,8373,64429
11/16/2022,625.75,626.75,620,625.25,-0.75,-0.12%,9517,65032
11/15/2022,618.5,631.5,615,626,7,+1.13%,8331,65682
11/14/2022,620,622.5,616.5,619,-3,-0.48%,11416,64177
11/11/2022,619,625,619,622,2.75,+0.44%,7986,60811
11/10/2022,627,628.25,618.5,619.25,-7.5,-1.20%,8565,58837
11/09/2022,631.5,632.25,623.75,626.75,-4.75,-0.75%,9185,57231
11/08/2022,636.75,638,630.75,631.5,-5.25,-0.82%,10895,57315
11/07/2022,637,639.75,635.5,636.75,-2.75,-0.43%,6357,55475
11/04/2022,636,641.5,636,639.5,3.25,+0.51%,4660,54479
11/03/2022,637,639.25,634.5,636.25,-2.75,-0.43%,5967,53358
11/02/2022,644,644.25,633.5,639,-5.75,-0.89%,5464,52473
11/01/2022,639,645.5,637.25,644.75,4.75,+0.74%,3585,52060
10/31/2022,640.75,645.5,633,640,5.5,+0.87%,8204,51833
10/28/2022,629.5,635.75,629.5,634.5,-0.5,-0.08%,2222,51754
10/27/2022,637,639.5,632.25,635,-2.25,-0.35%,2467,51978
10/26/2022,637.5,641.25,636.25,637.25,-1.75,-0.27%,3082,51451
10/25/2022,634,640,632.75,639,3.5,+0.55%,1607,51146
10/24/2022,637,637.75,632.25,635.5,-1.5,-0.24%,3400,50958
10/21/2022,636,641,632.25,637,-1,-0.16%,3662,50753
