"Symbol: ZCY00",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2022-12-28,685.25,685.25,685.25,685.25,8,,
2022-12-29,682,682,682,682,-3.25,,
2022-12-30,681,681,681,681,-1,,
2023-01-03,681,681,681,681,0,,
2023-01-04,658.75,658.75,658.75,658.75,-22.25,,
2023-01-05,657.75,657.75,657.75,657.75,-1,,
2023-01-06,656.5,656.5,656.5,656.5,-1.25,,
2023-01-09,655.25,655.25,655.25,655.25,-1.25,,
2023-01-10,657.5,657.5,657.5,657.5,2.25,,
2023-01-11,658.5,658.5,658.5,658.5,1,,
2023-01-12,673.5,673.5,673.5,673.5,15,,
2023-01-13,677.5,677.5,677.5,677.5,4,,
2023-01-17,687.75,687.75,687.75,687.75,10.25,,
2023-01-18,678.75,678.75,678.75,678.75,-9,,
2023-01-19,674.75,674.75,674.75,674.75,-4,,
2023-01-20,673.75,673.75,673.75,673.75,-1,,
2023-01-23,662.25,662.25,662.25,662.25,-11.5,,
2023-01-24,672,672,672,672,9.75,,
2023-01-25,669.75,669.75,669.75,669.75,-2.25,,
2023-01-26,677.5,677.5,677.5,677.5,7.75,,
2023-01-27,678,678,678,678,0.5,,
2023-01-30,678.75,678.75,678.75,678.75,0.75,,
2023-01-31,674.75,674.75,674.75,674.75,-4,,
2023-02-01,678.5,678.5,678.5,678.5,3.75,,
2023-02-02,672.75,672.75,672.75,672.75,-5.75,,
2023-02-03,677.5,677.5,677.5,677.5,4.75,,
2023-02-06,679,679,679,679,1.5,,
2023-02-07,676.5,676.5,676.5,676.5,-2.5,,
2023-02-08,681,681,681,681,4.5,,
2023-02-09,673.25,673.25,673.25,673.25,-7.75,,
2023-02-10,683,683,683,683,9.75,,
2023-02-13,687.5,687.5,687.5,687.5,4.5,,
2023-02-14,689.75,689.75,689.75,689.75,2.25,,
2023-02-15,683.75,683.75,683.75,683.75,-6,,
2023-02-16,683.5,683.5,683.5,683.5,-0.25,,
2023-02-17,685.25,685.25,685.25,685.25,1.75,,
2023-02-21,683,683,683,683,-2.25,,
2023-02-22,676.5,676.5,676.5,676.5,-6.5,,
2023-02-23,662.75,662.75,662.75,662.75,-13.75,,
2023-02-24,652.5,652.5,652.5,652.5,-10.25,,
2023-02-27,645.25,645.25,645.25,645.25,-7.25,,
2023-02-28,632,632,632,632,-13.25,,
2023-03-01,643,643,643,643,11,,
2023-03-02,640.25,640.25,640.25,640.25,-2.75,,
2023-03-03,644.75,644.75,644.75,644.75,4.5,,
2023-03-06,642,642,642,642,-2.75,,
2023-03-07,644.25,644.25,644.25,644.25,2.25,,
2023-03-08,635.5,635.5,635.5,635.5,-8.75,,
2023-03-09,626.5,626.5,626.5,626.5,-9,,
2023-03-10,632.25,632.25,632.25,632.25,5.75,,
2023-03-13,628.5,628.5,628.5,628.5,-3.75,,
2023-03-14,635.75,635.75,635.75,635.75,7.25,,
2023-03-15,641.5,641.5,641.5,641.5,5.75,,
2023-03-16,641.5,641.5,641.5,641.5,0,,
2023-03-17,650.75,650.75,650.75,650.75,9.25,,
2023-03-20,649.5,649.5,649.5,649.5,-1.25,,
2023-03-21,646.5,646.5,646.5,646.5,-3,,
2023-03-22,650,650,650,650,3.5,,
2023-03-23,648.25,648.25,648.25,648.25,-1.75,,
2023-03-24,657,657,657,657,8.75,,
2023-03-27,662.25,662.25,662.25,662.25,5.25,,
2023-03-28,661.25,661.25,661.25,661.25,-1,,
2023-03-29,664.5,664.5,664.5,664.5,3.25,,
2023-03-30,663.5,663.5,663.5,663.5,-1,,
2023-03-31,674.5,674.5,674.5,674.5,11,,
2023-04-03,667.75,667.75,667.75,667.75,-6.75,,
2023-04-04,661.25,661.25,661.25,661.25,-6.5,,
2023-04-05,660.25,660.25,660.25,660.25,-1,,
2023-04-06,653.5,653.5,653.5,653.5,-6.75,,
2023-04-10,664,664,664,664,10.5,,
2023-04-11,661,661,661,661,-3,,
2023-04-12,666,666,666,666,5,,
2023-04-13,662.25,662.25,662.25,662.25,-3.75,,
2023-04-14,676.25,676.25,676.25,676.25,14,,
2023-04-17,686.5,686.5,686.5,686.5,10.25,,
2023-04-18,687.5,687.5,687.5,687.5,1,,
2023-04-19,677.875,677.875,677.875,677.875,-9.625,,
2023-04-20,668.375,668.375,668.375,668.375,-9.5,,
2023-04-21,662.75,662.75,662.75,662.75,-5.625,,
2023-04-24,652.875,652.875,652.875,652.875,-9.875,,
2023-04-25,650.625,650.625,650.625,650.625,-2.25,,
2023-04-26,644.75,644.75,644.75,644.75,-5.875,,
2023-04-27,627.75,627.75,627.75,627.75,-17,,
2023-04-28,630.5,630.5,630.5,630.5,2.75,,
2023-05-01,640.5,640.5,640.5,640.5,10,,
2023-05-02,608.5,608.5,608.5,608.5,-32,,
2023-05-03,617,617,617,617,8.5,,
2023-05-04,616.5,616.5,616.5,616.5,-0.5,,
2023-05-05,624,624,624,624,7.5,,
2023-05-08,624,624,624,624,0,,
2023-05-09,612.25,612.25,612.25,612.25,-11.75,,
2023-05-10,621.5,621.5,621.5,621.5,9.25,,
2023-05-11,609.75,609.75,609.75,609.75,-11.75,,
2023-05-12,613.75,613.75,613.75,613.75,4,,
2023-05-15,620,620,620,620,6.25,,
2023-05-16,608.75,608.75,608.75,608.75,-11.25,,
2023-05-17,589,589,589,589,-19.75,,
2023-05-18,580.25,580.25,580.25,580.25,-8.75,,
2023-05-19,594.5,594.5,594.5,594.5,14.25,,
2023-05-22,611,611,611,611,16.5,,
2023-05-23,627.5,627.5,627.5,627.5,16.5,,
2023-05-24,637.25,637.25,637.25,637.25,9.75,,
2023-05-25,640.75,640.75,640.75,640.75,3.5,,
2023-05-26,654,654,654,654,13.25,,
2023-05-30,644,644,644,644,-10,,
2023-05-31,644,644,644,644,0,,
2023-06-01,642.5,642.5,642.5,642.5,-1.5,,
2023-06-02,656.5,656.5,656.5,656.5,14,,
2023-06-05,637.5,637.5,637.5,637.5,-19,,
2023-06-06,648,648,648,648,10.5,,
2023-06-07,644.25,644.25,644.25,644.25,-3.75,,
2023-06-08,642.75,642.75,642.75,642.75,-1.5,,
2023-06-09,624.375,624.375,624.375,624.375,-18.375,,
2023-06-12,640.375,640.375,640.375,640.375,16,,
2023-06-13,639.25,639.25,639.25,639.25,-1.125,,
2023-06-14,636.375,636.375,636.375,636.375,-2.875,,
2023-06-15,656.625,656.625,656.625,656.625,20.25,,
2023-06-16,677.125,677.125,677.125,677.125,20.5,,
2023-06-20,678.375,678.375,678.375,678.375,1.25,,
2023-06-21,707.25,707.25,707.25,707.25,28.875,,
2023-06-22,698.75,698.75,698.75,698.75,-8.5,,
2023-06-23,643.75,643.75,643.75,643.75,-55,,
2023-06-26,648.125,648.125,648.125,648.125,4.375,,
2023-06-27,627.125,627.125,627.125,627.125,-21,,
2023-06-28,598.125,598.125,598.125,598.125,-29,,
2023-06-29,589.75,589.75,589.75,589.75,-8.375,,
2023-06-30,559,559,559,559,-30.75,,
2023-07-03,560.125,560.125,560.125,560.125,1.125,,
2023-07-05,559.25,559.25,559.25,559.25,-0.875,,
2023-07-06,575.375,575.375,575.375,575.375,16.125,,
2023-07-07,566.375,566.375,566.375,566.375,-9,,
