Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
11/21/2022,618.5,618.5,614.75,616.75,-3,-0.48%,129,1631
11/18/2022,621.75,622.25,617.25,619.75,-1,-0.16%,14,1639
11/17/2022,617,620.75,616.75,620.75,-2.75,-0.44%,77,1638
11/16/2022,620.5,624,617.75,623.5,0.5,+0.08%,8,1632
11/15/2022,614.25,626,612.75,623,6.75,+1.10%,9,1635
11/14/2022,616.25,616.25,614.25,616.25,-2.5,-0.40%,11,1639
11/11/2022,618.75,621.75,618.75,618.75,2.25,+0.36%,12,1646
11/10/2022,620,624.25,616.25,616.5,-7,-1.12%,43,1658
11/09/2022,627,627,622.5,623.5,-5.25,-0.83%,16,1669
11/08/2022,630,633,628.25,628.75,-3.75,-0.59%,9,1655
11/07/2022,634.5,635,631.25,632.5,-2,-0.32%,2,1656
11/04/2022,635,636.75,634,634.5,1.5,+0.24%,12,1654
11/03/2022,632,634.25,630.75,633,-0.75,-0.12%,58,1649
11/02/2022,633.75,633.75,629.5,633.75,-4.25,-0.67%,8,1620
11/01/2022,636.25,638.5,632.25,638,3.75,+0.59%,9,1624
10/31/2022,635,636.5,629.25,634.25,4.5,+0.71%,27,1616
10/28/2022,629.75,629.75,627.25,629.75,-1,-0.16%,1,1607
10/27/2022,631.25,633.75,629.75,630.75,-1.5,-0.24%,144,1607
10/26/2022,632,636.75,631.75,632.25,-2.5,-0.39%,53,1552
10/25/2022,630,635.5,629.25,634.75,3,+0.47%,26,1537
10/24/2022,630.5,633,629.25,631.75,-2,-0.32%,19,1521
10/21/2022,631,637,629.5,633.75,0.25,+0.04%,52,1523
10/20/2022,630,634.5,629.75,633.5,3.75,+0.60%,116,1482
10/19/2022,630,630.75,628.5,629.75,-1,-0.16%,17,1407
10/18/2022,632.25,632.25,627.5,630.75,-2.25,-0.36%,36,1402
10/17/2022,632.5,633.75,632.25,633,-5,-0.78%,18,1395
10/14/2022,638,645.25,637.75,638,-6.75,-1.05%,0,1390
10/13/2022,638.25,645,636.75,644.75,4,+0.62%,13,1390
10/12/2022,637,640.75,634.25,640.75,0.75,+0.12%,67,1388
10/11/2022,638.75,642,637.5,640,-1.75,-0.27%,47,1355
10/10/2022,641.5,643,640.5,641.75,8.75,+1.38%,82,1339
10/07/2022,631.5,633,631.5,633,4,+0.64%,1,1351
10/06/2022,629,630,625.25,629,-1,-0.16%,86,1352
10/05/2022,630,630,626.25,630,2,+0.32%,15,1325
10/04/2022,629.5,630.75,622.75,628,4,+0.64%,18,1312
10/03/2022,628.25,629.75,620.75,624,-1.25,-0.20%,22,1306
09/30/2022,623.75,634,623.25,625.25,2.75,+0.44%,41,1301
09/29/2022,620.25,627.25,620,622.5,0.25,+0.04%,46,1285
09/28/2022,618.5,624,616.25,622.25,3,+0.48%,37,1266
09/27/2022,621.25,627,619.25,619.25,-0.75,-0.12%,27,1239
09/26/2022,622,624,619.75,620,-5.75,-0.92%,42,1230
09/23/2022,630,630,624.5,625.75,-13.25,-2.07%,28,1226
09/22/2022,633.5,639,633,639,2.25,+0.35%,146,1209
09/21/2022,638.5,639.25,635.25,636.75,-3.75,-0.59%,10,1128
09/20/2022,642,642,640.5,640.5,9.5,+1.51%,44,1128
09/19/2022,629,631.75,626.75,631,1.75,+0.28%,9,1122
09/16/2022,629.75,629.75,626.25,629.25,0,0.00%,20,1122
09/15/2022,633.5,636,629.25,629.25,-8.25,-1.29%,20,1109
09/14/2022,637.5,637.5,636.5,637.5,-4.75,-0.74%,7,1110
09/13/2022,641,642.25,640,642.25,0.5,+0.08%,9,1109
09/12/2022,635.75,641.75,632.75,641.75,6,+0.94%,32,1107
09/09/2022,632.5,635.75,632.5,635.75,8.25,+1.31%,15,1110
09/08/2022,622,627.5,621.75,627.5,-2,-0.32%,8,1103
09/07/2022,637.75,637.75,628.25,629.5,-3.5,-0.55%,42,1096
09/06/2022,624,633,622.75,633,8.25,+1.32%,21,1101
09/02/2022,623.5,624.75,623.5,624.75,5.75,+0.93%,17,1091
09/01/2022,623.25,623.25,619,619,-11.25,-1.79%,4,1091
08/31/2022,635,635,627.5,630.25,-2.25,-0.36%,15,1090
08/30/2022,630.5,632.5,630.5,632.5,-0.5,-0.08%,9,1091
08/29/2022,632,634,626.5,633,6.75,+1.08%,13,1090
08/26/2022,626.25,628,615,626.25,10.5,+1.71%,1,1082
08/25/2022,615.75,627.25,615.75,615.75,-4.5,-0.73%,229,1081
08/24/2022,625.5,629.75,616,620.25,-2,-0.32%,151,1012
08/23/2022,616.5,626.25,614.5,622.25,14,+2.30%,55,1001
08/22/2022,601.75,608.75,601.75,608.25,7.25,+1.21%,3,1001
08/19/2022,600,601.5,594,601,4.5,+0.75%,18,1001
08/18/2022,589.5,598.75,587,596.5,5,+0.85%,9,1001
08/17/2022,591.5,591.5,591.5,591.5,-3.5,-0.59%,0,997
08/16/2022,603,603,593,595,-12.25,-2.02%,35,997
08/15/2022,601.5,607.25,599.75,607.25,-3,-0.49%,2,974
08/12/2022,606.5,610.25,598.75,610.25,6,+0.99%,9,974
08/11/2022,604.5,606.75,601.75,604.25,5.5,+0.92%,6,974
08/10/2022,601,604,593.25,598.75,4.25,+0.71%,19,974
