Time,Open,High,Low,Last,Change,%Chg,Volume
"06/22/2023 05:30",622.75,623.25,618.5,620,-3,-0.48%,4598
"06/22/2023 05:00",624.5,624.75,622.75,623,-1.5,-0.24%,408
"06/22/2023 04:30",625,625.25,623,624.5,-0.5,-0.08%,839
"06/22/2023 04:00",624.75,626,623.25,625,0.25,+0.04%,1571
"06/22/2023 03:30",624.75,625.5,624.25,624.75,0,0.00%,586
"06/22/2023 03:00",623.75,625.5,623.25,624.75,1,+0.16%,975
"06/22/2023 02:30",621.75,624,621.5,623.75,2,+0.32%,810
"06/22/2023 02:00",622.25,623.25,621.25,621.75,-0.5,-0.08%,1978
"06/22/2023 01:30",622,622.5,621.5,622.25,0.5,+0.08%,361
"06/22/2023 01:00",622.25,622.25,621.5,621.75,-0.25,-0.04%,303
"06/22/2023 00:30",622.75,622.75,622,622,-0.5,-0.08%,605
"06/22/2023 00:00",622.5,623.5,622,622.5,-0.25,-0.04%,563
"06/21/2023 23:30",623.25,623.75,622.5,622.75,-0.75,-0.12%,359
"06/21/2023 23:00",624,624.25,623,623.5,-0.75,-0.12%,262
"06/21/2023 22:30",624,624.75,624,624.25,0,0.00%,183
"06/21/2023 22:00",623.5,624.5,623.5,624.25,0.75,+0.12%,276
"06/21/2023 21:30",622.75,623.5,622.5,623.5,0.75,+0.12%,428
"06/21/2023 21:00",624.75,624.75,622.5,622.75,-2,-0.32%,538
"06/21/2023 20:30",626.5,626.5,624.5,624.75,-1.75,-0.28%,428
"06/21/2023 20:00",623.5,626.5,623.5,626.5,3,+0.48%,786
"06/21/2023 19:30",624.5,624.75,623,623.5,-1.25,-0.20%,916
"06/21/2023 19:00",624.75,626.5,621,624.75,-4.75,-0.75%,7815
"06/21/2023 13:00",624.5,629.75,624.5,629.5,4.75,+0.76%,23836
"06/21/2023 12:30",622,624.75,621,624.75,2.75,+0.44%,9809
"06/21/2023 12:00",619,622.75,618.75,622,3,+0.48%,7663
"06/21/2023 11:30",618.25,621.5,617.5,619,1,+0.16%,7961
"06/21/2023 11:00",622,623,618,618,-4,-0.64%,8336
"06/21/2023 10:30",621.75,622.25,620.5,622,0.25,+0.04%,5841
"06/21/2023 10:00",618.5,622.5,618,621.75,3.25,+0.53%,8614
"06/21/2023 09:30",621.5,623.25,617.5,618.5,-3,-0.48%,12049
"06/21/2023 09:00",624,626.25,619.5,621.5,-2.5,-0.40%,22471
"06/21/2023 08:30",613.75,624.5,612.75,624,10.25,+1.67%,31222
"06/21/2023 07:30",613.25,615,613.25,613.75,0.25,+0.04%,2930
"06/21/2023 07:00",614.75,615,612.5,613.5,-1.5,-0.24%,3690
"06/21/2023 06:30",617.25,617.25,614.25,615,-2.25,-0.36%,1739
"06/21/2023 06:00",615.25,617.25,614.75,617.25,1.75,+0.28%,2357
"06/21/2023 05:30",615,615.75,614.5,615.5,0.75,+0.12%,1579
"06/21/2023 05:00",613.5,615,612.75,614.75,1.25,+0.20%,1298
"06/21/2023 04:30",612.75,613.75,612,613.5,1,+0.16%,511
"06/21/2023 04:00",611.75,613,611.5,612.5,0.75,+0.12%,757
"06/21/2023 03:30",612.25,612.75,610.5,611.75,-0.5,-0.08%,701
"06/21/2023 03:00",611.75,612.75,611.5,612.25,0.75,+0.12%,878
"06/21/2023 02:30",608,611.5,608,611.5,3.5,+0.58%,1373
"06/21/2023 02:00",608,609,607.5,608,0.25,+0.04%,754
"06/21/2023 01:30",608.75,609,607,607.75,-1.25,-0.21%,686
"06/21/2023 01:00",608.5,609,607.75,609,0.5,+0.08%,582
"06/21/2023 00:30",609.75,610.25,608,608.5,-1.25,-0.21%,1060
"06/21/2023 00:00",611.25,611.75,609.75,609.75,-1.25,-0.20%,412
"06/20/2023 23:30",613.75,613.75,610.25,611,-2.5,-0.41%,806
"06/20/2023 23:00",613,614,613,613.5,0.75,+0.12%,965
"06/20/2023 22:30",611,613,610.75,612.75,1.75,+0.29%,447
"06/20/2023 22:00",609.5,611.75,609.25,611,1.5,+0.25%,942
"06/20/2023 21:30",610,610.5,609,609.5,-0.75,-0.12%,466
"06/20/2023 21:00",612,612,609.25,610.25,-2,-0.33%,806
"06/20/2023 20:30",612.75,612.75,611.5,612.25,-0.5,-0.08%,578
"06/20/2023 20:00",611.5,613,610,612.75,1.5,+0.25%,2189
"06/20/2023 19:30",605.5,611.75,605,611.25,6,+0.99%,5179
"06/20/2023 19:00",609,611.5,604.5,605.25,8.75,+1.47%,20686
"06/20/2023 13:00",597.5,598.75,596.5,596.5,-1,-0.17%,9002
"06/20/2023 12:30",597,598.5,594.75,597.5,0.75,+0.13%,8230
"06/20/2023 12:00",594.5,596.75,594.25,596.75,2.25,+0.38%,4340
"06/20/2023 11:30",591,595.5,590.75,594.5,3.75,+0.63%,8255
"06/20/2023 11:00",595,595.25,590,590.75,-4,-0.67%,12591
"06/20/2023 10:30",598.5,600.75,594.75,594.75,-3.75,-0.63%,7577
"06/20/2023 10:00",600.25,601.75,597,598.5,-2,-0.33%,7846
"06/20/2023 09:30",598.25,601.5,597,600.5,2.25,+0.38%,11120
"06/20/2023 09:00",595.75,599.75,595,598.25,2.5,+0.42%,10564
"06/20/2023 08:30",595.25,598.5,590.5,595.75,-1,-0.17%,31930
"06/20/2023 07:30",594.75,597.25,594.75,596.75,2,+0.34%,1292
"06/20/2023 07:00",591.25,596.75,590.5,594.75,3.5,+0.59%,4721
"06/20/2023 06:30",591.75,592,590,591.25,-0.5,-0.08%,2014
"06/20/2023 06:00",592.5,592.75,588.5,591.75,-1,-0.17%,4871
"06/20/2023 05:30",592.5,595,592,592.75,0.5,+0.08%,1302
"06/20/2023 05:00",593,593.75,592,592.25,-0.75,-0.13%,892
"06/20/2023 04:30",593.5,594.5,591.75,593,-0.5,-0.08%,2068
"06/20/2023 04:00",593.25,594.75,592,593.5,0.25,+0.04%,2453
"06/20/2023 03:30",593.5,594,591.75,593.25,-0.25,-0.04%,2319
"06/20/2023 03:00",595.5,596,592.75,593.5,-2,-0.34%,3047
"06/20/2023 02:30",600,600,595,595.5,-4.75,-0.79%,4367
"06/20/2023 02:00",601.5,602.25,600.25,600.25,-1.5,-0.25%,1209
"06/20/2023 01:30",600.5,601.75,598.5,601.75,1.25,+0.21%,2171
"06/20/2023 01:00",603.25,603.25,600,600.5,-2.75,-0.46%,1102
"06/20/2023 00:30",604.25,604.75,602.75,603.25,-1,-0.17%,766
"06/20/2023 00:00",605.75,606,604,604.25,-1.5,-0.25%,340
"06/19/2023 23:30",606.25,606.5,605.75,605.75,-0.75,-0.12%,336
"06/19/2023 23:00",607,607,606.5,606.5,-0.5,-0.08%,133
"06/19/2023 22:30",607.5,607.75,607,607,-0.5,-0.08%,243
"06/19/2023 22:00",606.75,607.5,606.5,607.5,0.75,+0.12%,251
"06/19/2023 21:30",605.5,607,605.5,606.75,1.25,+0.21%,520
"06/19/2023 21:00",604.5,605.5,604.25,605.5,1,+0.17%,397
"06/19/2023 20:30",605,606.5,603.75,604.5,-0.5,-0.08%,1320
"06/19/2023 20:00",607.5,607.5,603.75,605,-2.75,-0.45%,2154
"06/19/2023 19:30",606.25,609,606.25,607.75,1.75,+0.29%,3135
"06/19/2023 19:00",600,608.5,600,606,8.25,+1.38%,25949
"06/16/2023 13:00",593.5,598,593.5,597.75,4,+0.67%,24690
"06/16/2023 12:30",593.25,594.75,591.5,593.75,0.25,+0.04%,13238
"06/16/2023 12:00",589,594,589,593.5,4.75,+0.81%,11064
"06/16/2023 11:30",587.75,592,587.5,588.75,1,+0.17%,12474
"06/16/2023 11:00",587.25,588.5,583.25,587.75,0.5,+0.09%,13443
"06/16/2023 10:30",587.25,589.25,582.5,587.25,0,0.00%,16598
"06/16/2023 10:00",594,594.5,586.5,587.25,-7,-1.18%,15572
"06/16/2023 09:30",591.25,595.75,591,594.25,3,+0.51%,14880
"06/16/2023 09:00",591,592.75,589.5,591.25,0,0.00%,16770
"06/16/2023 08:30",586,594,586,591.25,5,+0.85%,36326
"06/16/2023 07:30",586.25,587,586,586.25,0,0.00%,1988
"06/16/2023 07:00",584.75,586.5,584,586.25,1.75,+0.30%,3088
"06/16/2023 06:30",585.25,586.5,584.25,584.5,-0.75,-0.13%,3085
"06/16/2023 06:00",584,586,583.75,585.25,1.5,+0.26%,2820
"06/16/2023 05:30",582.5,584,582.5,583.75,1.25,+0.21%,2220
"06/16/2023 05:00",582,582.5,581.5,582.5,0.25,+0.04%,804
"06/16/2023 04:30",581,582.25,581,582.25,1,+0.17%,750
"06/16/2023 04:00",582.75,582.75,581,581.25,-1.5,-0.26%,1027
"06/16/2023 03:30",582.5,583,582,582.75,0.25,+0.04%,1464
"06/16/2023 03:00",581.75,582.75,581.5,582.5,0.75,+0.13%,1179
"06/16/2023 02:30",580,582.25,580,581.75,1.75,+0.30%,2158
"06/16/2023 02:00",579,580.5,579,580,0.75,+0.13%,2600
"06/16/2023 01:30",578.5,579.5,577.25,579.25,0.75,+0.13%,1274
"06/16/2023 01:00",578,579.5,577.75,578.5,0.25,+0.04%,1316
"06/16/2023 00:30",578.25,578.5,578,578.25,0,0.00%,158
"06/16/2023 00:00",577.75,578.5,577.5,578.25,0.5,+0.09%,643
"06/15/2023 23:30",576.75,577.75,576.75,577.75,1,+0.17%,434
"06/15/2023 23:00",577.25,577.25,576.75,576.75,-0.5,-0.09%,298
"06/15/2023 22:30",577,577.25,576.75,577.25,0.5,+0.09%,534
"06/15/2023 22:00",576.5,576.75,576.25,576.75,0.25,+0.04%,451
"06/15/2023 21:30",576.25,576.5,575.75,576.5,0.5,+0.09%,277
"06/15/2023 21:00",576,576.25,575.5,576,0,0.00%,524
"06/15/2023 20:30",575.75,576,575.75,576,0.25,+0.04%,521
"06/15/2023 20:00",575.25,576,575.25,575.75,0.25,+0.04%,545
"06/15/2023 19:30",574.25,575.5,574,575.5,1,+0.17%,1905
"06/15/2023 19:00",573.5,575,572.5,574.5,1,+0.17%,3423
"06/15/2023 13:00",573.5,574.75,573,573.5,0,0.00%,11999
"06/15/2023 12:30",570.25,575,569.5,573.5,3.25,+0.57%,19872
"06/15/2023 12:00",567.75,570.75,567.5,570.25,2.5,+0.44%,15427
"06/15/2023 11:30",565.5,568.5,565.25,567.75,2.5,+0.44%,9223
"06/15/2023 11:00",562,566,561.75,565.25,3.25,+0.58%,7087
"06/15/2023 10:30",565.5,566,561.5,562,-3.5,-0.62%,8952
"06/15/2023 10:00",566.25,567.25,564.25,565.5,-0.75,-0.13%,7497
"06/15/2023 09:30",564.5,566.5,564,566.25,2,+0.35%,7903
"06/15/2023 09:00",567,567.5,563,564.25,-2.75,-0.49%,10095
"06/15/2023 08:30",561,567.75,561,567,6,+1.07%,26416
"06/15/2023 07:30",561.75,562.5,560.5,561,-1,-0.18%,1413
"06/15/2023 07:00",561.5,563,561.5,562,0.5,+0.09%,4097
"06/15/2023 06:30",559,561.75,558.75,561.5,2.5,+0.45%,3329
"06/15/2023 06:00",558.5,559.75,558.5,559,0.75,+0.13%,1809
"06/15/2023 05:30",558,558.75,557.75,558.25,0,0.00%,845
"06/15/2023 05:00",558.75,558.75,557.25,558.25,-0.25,-0.04%,639
"06/15/2023 04:30",557.25,558.75,557.25,558.5,1.5,+0.27%,1552
"06/15/2023 04:00",555.75,557.75,555.75,557,1,+0.18%,428
"06/15/2023 03:30",558,558,555.75,556,-2,-0.36%,1220
"06/15/2023 03:00",556,558,556,558,1.75,+0.31%,1172
"06/15/2023 02:30",556.75,557,555.5,556.25,-0.25,-0.04%,511
"06/15/2023 02:00",557,557,556,556.5,-0.75,-0.13%,243
"06/15/2023 01:30",556.75,557.75,556.5,557.25,0.25,+0.04%,516
"06/15/2023 01:00",556.5,557.25,556.25,557,0.75,+0.13%,400
"06/15/2023 00:30",554.75,557,554.75,556.25,1.75,+0.32%,938
"06/15/2023 00:00",554.25,555,553.75,554.5,0.5,+0.09%,170
"06/14/2023 23:30",554,554.75,553.75,554,-0.25,-0.05%,197
"06/14/2023 23:00",554,554.25,554,554.25,0.5,+0.09%,70
"06/14/2023 22:30",554.5,554.5,553.75,553.75,-1,-0.18%,36
"06/14/2023 22:00",554,555,553.75,554.75,0.5,+0.09%,329
"06/14/2023 21:30",554,554.5,553.5,554.25,0.25,+0.05%,179
"06/14/2023 21:00",553,554.75,552.75,554,0.75,+0.14%,593
"06/14/2023 20:30",553,553.75,553,553.25,0.5,+0.09%,261
"06/14/2023 20:00",553,553.5,552.5,552.75,-0.5,-0.09%,457
"06/14/2023 19:30",552,553.5,551.75,553.25,1.25,+0.23%,598
"06/14/2023 19:00",549.75,554.5,549.75,552,1.75,+0.32%,3838
"06/14/2023 13:00",548.5,550.5,547.75,550.25,1.75,+0.32%,6764
"06/14/2023 12:30",549.5,550.75,547.5,548.5,-1.25,-0.23%,5439
"06/14/2023 12:00",551.25,551.75,548.75,549.75,-1.5,-0.27%,3416
"06/14/2023 11:30",549.75,552.5,549.75,551.25,1.25,+0.23%,6541
"06/14/2023 11:00",547.75,550.5,547.5,550,2,+0.36%,4952
"06/14/2023 10:30",551,551,547.5,548,-2.75,-0.50%,6134
"06/14/2023 10:00",550.25,552.25,550,550.75,0.5,+0.09%,5023
"06/14/2023 09:30",549,553,548.5,550.25,1,+0.18%,8285
"06/14/2023 09:00",549.5,549.5,547.25,549.25,-0.25,-0.05%,5897
"06/14/2023 08:30",544.5,549.75,542.5,549.5,5.25,+0.96%,13612
"06/14/2023 07:30",545,545,543.5,544.25,-0.75,-0.14%,1047
"06/14/2023 07:00",544.5,545.5,543.75,545,0.5,+0.09%,2122
"06/14/2023 06:30",547,547.75,544.25,544.5,-2.25,-0.41%,1569
"06/14/2023 06:00",546.75,547,546.5,546.75,0.25,+0.05%,391
"06/14/2023 05:30",544.75,546.75,544.75,546.5,1.75,+0.32%,665
"06/14/2023 05:00",545,546,543.75,544.75,0,0.00%,629
"06/14/2023 04:30",544,545,544,544.75,0.75,+0.14%,393
"06/14/2023 04:00",543.5,545.25,543.25,544,0.5,+0.09%,517
"06/14/2023 03:30",544.5,545.25,543.5,543.5,-0.5,-0.09%,753
"06/14/2023 03:00",548,548,544,544,-4,-0.73%,1868
"06/14/2023 02:30",548.25,548.75,548,548,-0.25,-0.05%,378
"06/14/2023 02:00",547,549,546.75,548.25,1.25,+0.23%,630
"06/14/2023 01:30",547,547.25,546.75,547,0.25,+0.05%,339
"06/14/2023 01:00",547,547.25,546.75,546.75,-0.25,-0.05%,153
"06/14/2023 00:30",548,548,547,547,-1,-0.18%,540
"06/14/2023 00:00",548.25,548.5,548,548,-0.25,-0.05%,51
"06/13/2023 23:30",548.5,548.5,548,548.25,-0.25,-0.05%,79
"06/13/2023 23:00",548,549,547.75,548.5,0.5,+0.09%,241
"06/13/2023 22:30",548,548,547.75,548,-0.25,-0.05%,9
"06/13/2023 22:00",547.75,548.25,547.5,548.25,0.25,+0.05%,177
"06/13/2023 21:30",548.25,548.5,548,548,-0.25,-0.05%,179
"06/13/2023 21:00",547,548.25,546.75,548.25,1.25,+0.23%,422
"06/13/2023 20:30",547,547.25,546.75,547,0,0.00%,202
"06/13/2023 20:00",547.5,547.5,546.25,547,-0.75,-0.14%,1047
"06/13/2023 19:30",549,549.25,547.5,547.75,-1,-0.18%,691
"06/13/2023 19:00",547.25,550.5,547.25,548.75,-2.25,-0.41%,3071
"06/13/2023 13:00",551.75,552.5,550.25,551,-0.75,-0.14%,6235
"06/13/2023 12:30",553.5,553.75,551.5,551.75,-1.75,-0.32%,4492
"06/13/2023 12:00",552.25,553.5,550.75,553.5,1.25,+0.23%,8219
"06/13/2023 11:30",557.25,557.5,552.25,552.25,-4.75,-0.85%,9280
"06/13/2023 11:00",558.25,559.5,556,557,-1.5,-0.27%,8279
"06/13/2023 10:30",558.75,559.5,556.75,558.5,-0.25,-0.04%,8958
"06/13/2023 10:00",556.5,559,556.25,558.75,2.25,+0.40%,5958
"06/13/2023 09:30",556.25,557.25,555.25,556.5,0.25,+0.04%,6102
"06/13/2023 09:00",555.25,556.75,553,556.25,1,+0.18%,7135
"06/13/2023 08:30",557,557.5,552,555.25,-2,-0.36%,17248
"06/13/2023 07:30",557.75,558.75,557.25,557.25,-0.75,-0.13%,1595
"06/13/2023 07:00",554,558.75,553.75,558,4.25,+0.77%,8123
"06/13/2023 06:30",553,554,552.5,553.75,0.75,+0.14%,1196
"06/13/2023 06:00",552.25,553.5,552.25,553,0.5,+0.09%,1720
"06/13/2023 05:30",551.25,552.75,551,552.5,1,+0.18%,884
"06/13/2023 05:00",551.5,552,551,551.5,0,0.00%,1037
"06/13/2023 04:30",549.25,551.5,549.25,551.5,2.25,+0.41%,1469
"06/13/2023 04:00",549,549.5,548.5,549.25,0.25,+0.05%,406
"06/13/2023 03:30",549,549.25,548.5,549,0,0.00%,378
"06/13/2023 03:00",548.5,549.25,547.5,549,0.5,+0.09%,816
"06/13/2023 02:30",547.25,548.75,547.25,548.5,1.25,+0.23%,1262
"06/13/2023 02:00",545.5,547.5,544.75,547.25,1.5,+0.27%,1299
"06/13/2023 01:30",544.75,546,544.75,545.75,1,+0.18%,621
"06/13/2023 01:00",544.5,544.75,544,544.75,0.75,+0.14%,72
"06/13/2023 00:30",544,544,543.5,544,0,0.00%,165
"06/13/2023 00:00",544.5,544.75,544,544,-0.75,-0.14%,125
"06/12/2023 23:30",544.75,545,544.75,544.75,0,0.00%,24
"06/12/2023 23:00",545,545.25,544.75,544.75,-0.25,-0.05%,69
"06/12/2023 22:30",544.5,545,544.5,545,0.5,+0.09%,300
"06/12/2023 22:00",543.5,544.5,543.5,544.5,0.75,+0.14%,207
"06/12/2023 21:30",543.25,543.75,543.25,543.75,0.5,+0.09%,178
"06/12/2023 21:00",545.5,545.5,543.25,543.25,-2,-0.37%,380
"06/12/2023 20:30",545.5,545.75,545.25,545.25,-0.5,-0.09%,93
"06/12/2023 20:00",545.5,545.75,545,545.75,0.25,+0.05%,202
"06/12/2023 19:30",546.5,546.75,545,545.5,-1,-0.18%,327
"06/12/2023 19:00",549,549.5,546,546.5,-2.75,-0.50%,2940
"06/12/2023 13:00",547.5,550.75,547,549.25,1.75,+0.32%,18115
"06/12/2023 12:30",546.25,547.5,544.25,547.5,1.5,+0.27%,5172
"06/12/2023 12:00",546,546.75,545,546,0,0.00%,2959
"06/12/2023 11:30",545.75,546.5,545,546,0.25,+0.05%,4224
"06/12/2023 11:00",544.75,546,543.5,545.75,1,+0.18%,5120
"06/12/2023 10:30",546.75,547.5,544,544.75,-2,-0.37%,5948
"06/12/2023 10:00",546,547.5,545.5,546.75,1,+0.18%,8216
"06/12/2023 09:30",543.5,547.25,542.25,545.75,2.25,+0.41%,10365
"06/12/2023 09:00",544,545.25,543.25,543.5,-0.5,-0.09%,8800
"06/12/2023 08:30",541,545,540.25,544,2.75,+0.51%,17061
"06/12/2023 07:30",542,542.25,541,541.25,-0.75,-0.14%,1210
"06/12/2023 07:00",542.5,544.25,541.5,542,-0.75,-0.14%,1661
"06/12/2023 06:30",543.75,543.75,542.25,542.75,-1,-0.18%,1401
"06/12/2023 06:00",543.5,544.25,542.75,543.75,0.25,+0.05%,653
"06/12/2023 05:30",541.5,544,541.5,543.5,2,+0.37%,927
"06/12/2023 05:00",542.5,543,541.25,541.5,-1,-0.18%,381
"06/12/2023 04:30",541.5,543,541.5,542.5,1,+0.18%,1234
"06/12/2023 04:00",540.5,541.75,540,541.5,1,+0.19%,471
"06/12/2023 03:30",539.25,541.5,539.25,540.5,1.25,+0.23%,853
"06/12/2023 03:00",539.25,540,538.75,539.25,0,0.00%,340
"06/12/2023 02:30",538.5,539.5,538.25,539.25,0.75,+0.14%,297
"06/12/2023 02:00",538.75,539,538,538.5,-0.25,-0.05%,282
"06/12/2023 01:30",539.75,540,538.75,538.75,-1.25,-0.23%,238
"06/12/2023 01:00",539.75,540,539.25,540,0.25,+0.05%,466
"06/12/2023 00:30",539.75,539.75,539.5,539.75,0,0.00%,189
"06/12/2023 00:00",539,540,538.75,539.75,0.75,+0.14%,286
